County Name,State,5/26/2020,5/27/2020,5/28/2020,
Stone County,MO,4,4,4,0
Sullivan County,MO,54,54,54,0
Taney County,MO,13,13,13,0
Texas County,MO,0,0,0,0
Vernon County,MO,9,9,9,0
Warren County,MO,26,26,26,0
Washington County,MO,10,10,10,0
Wayne County,MO,0,0,0,0
Webster County,MO,17,17,17,0
Worth County,MO,4,4,4,0
Wright County,MO,11,11,11,0
City of St. Louis,MO,1744,1772,1772,28
Beaverhead County,MT,1,1,1,0
Big Horn County,MT,8,9,12,1
Blaine County,MT,0,0,0,0
Broadwater County,MT,4,4,4,0
Carbon County,MT,6,6,6,0
Carter County,MT,0,0,0,0
Cascade County,MT,17,17,17,0
Chouteau County,MT,0,0,0,0
Custer County,MT,0,0,0,0
Daniels County,MT,0,0,0,0
Dawson County,MT,0,0,0,0
Deer Lodge County,MT,4,4,4,0
Fallon County,MT,0,0,0,0
Fergus County,MT,1,1,1,0
Flathead County,MT,35,35,35,0
Gallatin County,MT,148,148,148,0
Garfield County,MT,0,0,0,0
Glacier County,MT,6,6,6,0
Golden Valley County,MT,3,3,3,0
Granite County,MT,0,0,0,0
Hill County,MT,1,1,1,0
Jefferson County,MT,3,3,3,0
Judith Basin County,MT,0,0,0,0
Lake County,MT,6,6,6,0
Lewis and Clark County,MT,17,17,17,0
Liberty County,MT,1,1,1,0
Lincoln County,MT,7,7,7,0
McCone County,MT,0,0,0,0
Madison County,MT,8,8,8,0
Meagher County,MT,1,1,1,0
Mineral County,MT,0,0,0,0
Missoula County,MT,39,39,39,0
Musselshell County,MT,1,1,1,0
Park County,MT,8,8,8,0
Petroleum County,MT,0,0,0,0
Phillips County,MT,0,0,0,0
Pondera County,MT,2,2,2,0
Powder River County,MT,0,0,0,0
Powell County,MT,0,0,0,0
Prairie County,MT,0,0,0,0
Ravalli County,MT,13,13,13,0
Richland County,MT,3,3,3,0
Roosevelt County,MT,7,7,7,0
Rosebud County,MT,0,0,0,0
Sanders County,MT,0,0,0,0
Sheridan County,MT,0,0,0,0
Silver Bow County,MT,11,11,11,0
Stillwater County,MT,1,1,1,0
Sweet Grass County,MT,0,0,0,0
Teton County,MT,0,0,0,0
Toole County,MT,29,29,29,0
Treasure County,MT,0,0,0,0
Valley County,MT,0,0,0,0
Wheatland County,MT,1,1,1,0
Wibaux County,MT,0,0,0,0
Yellowstone County,MT,90,90,91,0
Adams County,NE,266,266,266,0
Antelope County,NE,8,8,8,0
Arthur County,NE,0,0,0,0
Banner County,NE,0,0,0,0
Blaine County,NE,0,0,0,0
Boone County,NE,3,3,4,0
Box Butte County,NE,2,2,2,0
Boyd County,NE,0,0,0,0
Brown County,NE,0,0,0,0
Buffalo County,NE,146,149,149,3
Burt County,NE,9,9,9,0
Butler County,NE,46,46,47,0
Cass County,NE,39,40,42,1
Cedar County,NE,7,7,7,0
Chase County,NE,1,1,1,0
Cherry County,NE,1,1,1,0
Cheyenne County,NE,9,9,9,0
Clay County,NE,23,24,24,1
Colfax County,NE,597,597,618,0
Cuming County,NE,32,32,32,0
Custer County,NE,31,31,31,0
Dakota County,NE,1671,1671,1671,0
Dawes County,NE,1,1,1,0
Dawson County,NE,821,821,821,0
Deuel County,NE,0,0,0,0
Dixon County,NE,25,25,26,0
Dodge County,NE,391,406,406,15
Douglas County,NE,3332,3606,3606,274
Dundy County,NE,0,0,0,0
Fillmore County,NE,5,5,5,0
Franklin County,NE,6,6,6,0
Frontier County,NE,1,1,1,0
Furnas County,NE,8,8,8,0
Gage County,NE,43,43,43,0
Garden County,NE,0,0,0,0
Garfield County,NE,0,0,0,0
Gosper County,NE,13,13,13,0
Grant County,NE,0,0,0,0
Greeley County,NE,2,2,2,0
Hall County,NE,1472,1472,1472,0
Hamilton County,NE,54,54,54,0
Harlan County,NE,0,0,0,0
Hayes County,NE,0,0,0,0
Hitchcock County,NE,1,1,1,0
Holt County,NE,1,1,1,0
Hooker County,NE,0,0,0,0
Howard County,NE,39,39,40,0
Jefferson County,NE,6,6,6,0
Johnson County,NE,6,6,6,0
Kearney County,NE,11,11,11,0
Keith County,NE,2,2,2,0
Keya Paha County,NE,0,0,0,0
Kimball County,NE,9,9,9,0
Knox County,NE,10,10,10,0
Lancaster County,NE,1106,1126,1143,20
Lincoln County,NE,48,48,48,0
Logan County,NE,0,0,0,0
Loup County,NE,0,0,0,0
McPherson County,NE,0,0,0,0
Madison County,NE,307,307,307,0
Merrick County,NE,32,33,33,1
Morrill County,NE,11,11,11,0
Nance County,NE,4,4,4,0
Nemaha County,NE,3,3,3,0
Nuckolls County,NE,1,1,1,0
Otoe County,NE,6,6,6,0
Pawnee County,NE,0,0,0,0
Perkins County,NE,0,0,0,0
Phelps County,NE,20,20,20,0
Pierce County,NE,3,3,3,0
Platte County,NE,546,546,550,0
Polk County,NE,9,10,10,1
Red Willow County,NE,5,5,5,0
Richardson County,NE,1,1,1,0
Rock County,NE,0,0,0,0
Saline County,NE,493,493,493,0
Sarpy County,NE,477,507,507,30
Saunders County,NE,30,32,32,2
Scotts Bluff County,NE,72,75,78,3
Seward County,NE,27,27,27,0
Sheridan County,NE,0,0,0,0
Sherman County,NE,4,4,4,0
Sioux County,NE,0,0,0,0
Stanton County,NE,19,19,19,0
Thayer County,NE,0,0,0,0
Thomas County,NE,1,1,1,0
Thurston County,NE,34,36,36,2
Valley County,NE,3,3,3,0
Washington County,NE,27,28,28,1
Wayne County,NE,14,14,14,0
Webster County,NE,5,5,5,0
Wheeler County,NE,0,0,0,0
York County,NE,35,35,35,0
Churchill County,NV,7,7,7,0
Clark County,NV,6277,6277,6386,0
Douglas County,NV,29,29,30,0
Elko County,NV,22,22,24,0
Esmeralda County,NV,0,0,0,0
Eureka County,NV,0,0,0,0
Humboldt County,NV,78,78,78,0
Lander County,NV,20,20,20,0
Lincoln County,NV,2,2,2,0
Lyon County,NV,56,56,56,0
Mineral County,NV,4,4,4,0
Nye County,NV,61,61,61,0
Pershing County,NV,0,0,0,0
Storey County,NV,1,1,1,0
Washoe County,NV,1460,1460,1466,0
White Pine County,NV,4,4,4,0
Carson City,NV,90,90,91,0
Belknap County,NH,56,57,57,1
Carroll County,NH,47,47,47,0
Cheshire County,NH,54,54,55,0
Coos County,NH,5,5,5,0
Grafton County,NH,70,73,74,3
Hillsborough County,NH,2156,2180,2263,24
Merrimack County,NH,323,327,333,4
Rockingham County,NH,1237,1253,1267,16
Strafford County,NH,258,261,263,3
Sullivan County,NH,17,17,17,0
Atlantic County,NJ,2051,2077,2114,26
Bergen County,NJ,18023,18023,18271,0
Burlington County,NJ,4373,4435,4482,62
Camden County,NJ,6153,6225,6308,72
Cape May County,NJ,571,604,604,33
Cumberland County,NJ,2024,2071,2151,47
Essex County,NJ,17233,17382,17390,149
Gloucester County,NJ,2090,2130,2163,40
Hudson County,NJ,18107,18107,18301,0
Hunterdon County,NJ,977,977,977,0
Mercer County,NJ,6534,6601,6699,67
Middlesex County,NJ,15518,15518,15606,0
Monmouth County,NJ,8009,8009,8009,0
Morris County,NJ,6226,6343,6343,117
Ocean County,NJ,8493,8493,8593,0
Passaic County,NJ,15785,15938,15962,153
Salem County,NJ,570,588,591,18
Somerset County,NJ,4500,4500,4531,0
Sussex County,NJ,1088,1098,1101,10
Union County,NJ,15371,15371,15475,0
Warren County,NJ,1140,1147,1147,7
Bernalillo County,NM,1359,1404,1436,45
Catron County,NM,2,2,2,0
Chaves County,NM,42,42,42,0
Cibola County,NM,130,134,136,4
Colfax County,NM,5,5,5,0
Curry County,NM,49,50,51,1
De Baca County,NM,0,0,0,0
Dona Ana County,NM,428,431,431,3
Eddy County,NM,19,19,20,0
Grant County,NM,15,15,15,0
Guadalupe County,NM,20,20,20,0
Harding County,NM,1,1,1,0
Hidalgo County,NM,1,1,1,0
Lea County,NM,24,24,24,0
Lincoln County,NM,2,2,2,0
Los Alamos County,NM,6,6,6,0
Luna County,NM,7,7,7,0
McKinley County,NM,2244,2270,2285,26
Mora County,NM,0,0,0,0
Otero County,NM,17,17,18,0
Quay County,NM,5,5,5,0
Rio Arriba County,NM,37,39,41,2
Roosevelt County,NM,35,37,37,2
Sandoval County,NM,545,552,557,7
San Juan County,NM,1601,1654,1669,53
San Miguel County,NM,14,14,14,0
Santa Fe County,NM,136,137,137,1
Sierra County,NM,1,1,1,0
Socorro County,NM,49,49,50,0
Taos County,NM,24,24,24,0
Torrance County,NM,23,23,23,0
Union County,NM,3,3,3,0
Valencia County,NM,73,73,73,0
New York City Unallocated/Probable,NY,-2,-2,-2,0
Albany County,NY,1789,1789,1826,0
Allegany County,NY,44,45,45,1
Bronx County,NY,44442,44442,44818,0
Broome County,NY,528,528,546,0
Cattaraugus County,NY,81,82,86,1
Cayuga County,NY,78,80,84,2
Chautauqua County,NY,78,78,82,0
Chemung County,NY,135,135,135,0
Chenango County,NY,125,125,126,0
Clinton County,NY,96,96,96,0
Columbia County,NY,368,385,385,17
Cortland County,NY,39,39,39,0
Delaware County,NY,77,78,78,1
Dutchess County,NY,3870,3870,3870,0
Erie County,NY,5742,5742,5910,0
Essex County,NY,37,37,37,0
Franklin County,NY,20,20,20,0
Fulton County,NY,195,197,199,2
Genesee County,NY,195,195,198,0
Greene County,NY,221,234,234,13
Hamilton County,NY,5,5,5,0
Herkimer County,NY,103,106,106,3
Jefferson County,NY,72,72,72,0
Kings County,NY,54859,54859,54859,0
Lewis County,NY,20,20,20,0
Livingston County,NY,117,117,117,0
Madison County,NY,300,314,314,14
Monroe County,NY,2761,2795,2820,34
Montgomery County,NY,80,83,83,3
Nassau County,NY,39929,39929,40213,0
New York County,NY,25909,26313,26313,404
Niagara County,NY,964,968,987,4
Oneida County,NY,912,925,961,13
Onondaga County,NY,2027,2032,2057,5
Ontario County,NY,192,199,199,7
Orange County,NY,10349,10349,10349,0
Orleans County,NY,210,210,212,0
Oswego County,NY,105,105,107,0
Otsego County,NY,70,70,70,0
Putnam County,NY,1215,1229,1241,14
Queens County,NY,60090,61861,61861,1771
Rensselaer County,NY,463,463,463,0
Richmond County,NY,13214,13214,13501,0
Rockland County,NY,12769,12769,12769,0
St. Lawrence County,NY,197,200,201,3
Saratoga County,NY,463,465,466,2
Schenectady County,NY,667,671,671,4
Schoharie County,NY,47,47,47,0
Schuyler County,NY,11,11,11,0
Seneca County,NY,54,54,58,0
Steuben County,NY,240,242,242,2
Suffolk County,NY,39034,39034,39034,0
Sullivan County,NY,1334,1334,1357,0
Tioga County,NY,122,124,124,2
Tompkins County,NY,153,155,155,2
Ulster County,NY,1635,1645,1653,10
Warren County,NY,252,252,253,0
Washington County,NY,225,225,236,0
Wayne County,NY,110,110,113,0
Westchester County,NY,33336,33336,33336,0
Wyoming County,NY,82,82,82,0
Yates County,NY,37,39,39,2
Alamance County,NC,274,281,294,7
Alexander County,NC,27,28,30,1
Alleghany County,NC,13,14,14,1
Anson County,NC,56,56,61,0
Ashe County,NC,34,34,34,0
Avery County,NC,2,2,2,0
Beaufort County,NC,32,33,33,1
Bertie County,NC,115,115,118,0
Bladen County,NC,91,91,91,0
Brunswick County,NC,75,79,79,4
Buncombe County,NC,275,275,303,0
Burke County,NC,292,332,332,40
Cabarrus County,NC,450,450,455,0
Caldwell County,NC,107,111,118,4
Camden County,NC,3,3,3,0
Carteret County,NC,35,35,35,0
Caswell County,NC,54,54,57,0
Catawba County,NC,154,167,167,13
Chatham County,NC,588,588,588,0
Cherokee County,NC,21,21,21,0
Chowan County,NC,15,16,16,1
Clay County,NC,5,5,5,0
Cleveland County,NC,70,72,78,2
Columbus County,NC,299,301,315,2
Craven County,NC,185,185,188,0
Cumberland County,NC,589,604,619,15
Currituck County,NC,12,13,13,1
Dare County,NC,18,18,18,0
Davidson County,NC,363,363,369,0
Davie County,NC,75,79,82,4
Duplin County,NC,650,707,716,57
Durham County,NC,1339,1356,1406,17
Edgecombe County,NC,187,191,191,4
Forsyth County,NC,976,1007,1082,31
Franklin County,NC,145,153,154,8
Gaston County,NC,251,251,251,0
Gates County,NC,23,23,23,0
Graham County,NC,2,2,2,0
Granville County,NC,254,259,272,5
Greene County,NC,66,66,68,0
Guilford County,NC,1087,1105,1137,18
Halifax County,NC,153,153,159,0
Harnett County,NC,276,278,283,2
Haywood County,NC,40,42,43,2
Henderson County,NC,317,319,325,2
Hertford County,NC,72,72,72,0
Hoke County,NC,202,214,220,12
Hyde County,NC,1,1,1,0
Iredell County,NC,229,235,241,6
Jackson County,NC,25,26,26,1
Johnston County,NC,352,365,375,13
Jones County,NC,26,26,26,0
Lee County,NC,373,373,396,0
Lenoir County,NC,193,194,197,1
Lincoln County,NC,60,61,63,1
McDowell County,NC,50,52,52,2
Macon County,NC,18,18,19,0
Madison County,NC,2,2,2,0
Martin County,NC,56,61,62,5
Mecklenburg County,NC,3406,3481,3584,75
Mitchell County,NC,8,8,9,0
Montgomery County,NC,88,93,98,5
Moore County,NC,141,151,172,10
Nash County,NC,184,184,185,0
New Hanover County,NC,155,164,166,9
Northampton County,NC,142,142,142,0
Onslow County,NC,95,95,99,0
Orange County,NC,308,316,321,8
Pamlico County,NC,9,9,9,0
Pasquotank County,NC,95,100,102,5
Pender County,NC,73,74,74,1
Perquimans County,NC,23,23,23,0
Person County,NC,38,39,43,1
Pitt County,NC,267,267,275,0
Polk County,NC,35,35,35,0
Randolph County,NC,611,625,640,14
Richmond County,NC,153,153,161,0
Robeson County,NC,677,677,710,0
Rockingham County,NC,72,72,76,0
Rowan County,NC,612,612,618,0
Rutherford County,NC,169,171,172,2
Sampson County,NC,402,402,409,0
Scotland County,NC,67,69,71,2
Stanly County,NC,53,54,55,1
Stokes County,NC,57,58,60,1
Surry County,NC,173,173,188,0
Swain County,NC,10,10,10,0
Transylvania County,NC,12,12,12,0
Tyrrell County,NC,4,4,4,0
Union County,NC,407,407,417,0
Vance County,NC,249,266,279,17
Wake County,NC,1468,1516,1564,48
Warren County,NC,52,52,57,0
Washington County,NC,26,27,27,1
Watauga County,NC,13,14,15,1
Wayne County,NC,1053,1053,1053,0
Wilkes County,NC,492,492,492,0
Wilson County,NC,319,329,329,10
Yadkin County,NC,144,148,153,4
Yancey County,NC,10,10,12,0
Adams County,ND,0,0,0,0
Barnes County,ND,4,4,4,0
Benson County,ND,1,1,1,0
Billings County,ND,0,0,0,0
Bottineau County,ND,2,2,2,0
Bowman County,ND,1,1,1,0
Burke County,ND,5,5,5,0
Burleigh County,ND,123,123,125,0
Cass County,ND,1575,1601,1634,26
Cavalier County,ND,0,0,0,0
Dickey County,ND,0,0,0,0
Divide County,ND,1,1,1,0
Dunn County,ND,13,13,13,0
Eddy County,ND,4,4,4,0
Emmons County,ND,4,4,4,0
Foster County,ND,1,1,1,0
Golden Valley County,ND,0,0,0,0
Grand Forks County,ND,327,327,327,0
Grant County,ND,2,2,2,0
Griggs County,ND,1,1,1,0
Hettinger County,ND,0,0,0,0
Kidder County,ND,0,0,0,0
LaMoure County,ND,0,0,0,0
Logan County,ND,0,0,0,0
McHenry County,ND,2,2,2,0
McIntosh County,ND,1,1,1,0
McKenzie County,ND,16,16,16,0
McLean County,ND,7,7,7,0
Mercer County,ND,5,5,5,0
Morton County,ND,60,60,60,0
Mountrail County,ND,39,39,39,0
Nelson County,ND,1,1,1,0
Oliver County,ND,1,1,1,0
Pembina County,ND,6,6,6,0
Pierce County,ND,3,3,3,0
Ramsey County,ND,8,8,8,0
Ransom County,ND,8,8,8,0
Renville County,ND,1,1,1,0
Richland County,ND,19,19,20,0
Rolette County,ND,5,5,5,0
Sargent County,ND,3,3,3,0
Sheridan County,ND,0,0,0,0
Sioux County,ND,2,2,2,0
Slope County,ND,3,3,3,0
Stark County,ND,60,60,60,0
Steele County,ND,1,1,1,0
Stutsman County,ND,18,18,18,0
Towner County,ND,0,0,0,0
Traill County,ND,10,10,11,0
Walsh County,ND,13,13,13,0
Ward County,ND,36,36,36,0
Wells County,ND,3,3,3,0
Williams County,ND,24,24,24,0
Adams County,OH,8,8,8,0
Allen County,OH,192,201,202,9
Ashland County,OH,19,19,19,0
Ashtabula County,OH,284,310,310,26
Athens County,OH,17,17,17,0
Auglaize County,OH,64,64,65,0
Belmont County,OH,403,403,413,0
Brown County,OH,25,25,28,0
Butler County,OH,818,826,846,8
Carroll County,OH,28,29,30,1
Champaign County,OH,27,27,27,0
Clark County,OH,228,231,235,3
Clermont County,OH,193,198,201,5
Clinton County,OH,43,43,43,0
Columbiana County,OH,661,678,686,17
Coshocton County,OH,26,28,28,2
Crawford County,OH,106,110,110,4
Cuyahoga County,OH,4030,4135,4194,105
Darke County,OH,156,156,164,0
Defiance County,OH,32,33,33,1
Delaware County,OH,303,303,310,0
Erie County,OH,159,163,165,4
Fairfield County,OH,245,250,251,5
Fayette County,OH,37,37,39,0
Franklin County,OH,5465,5486,5549,21
Fulton County,OH,35,35,35,0
Gallia County,OH,7,7,7,0
Geauga County,OH,258,261,273,3
Greene County,OH,94,100,101,6
Guernsey County,OH,32,33,34,1
Hamilton County,OH,2508,2508,2548,0
Hancock County,OH,48,48,50,0
Hardin County,OH,42,42,42,0
Harrison County,OH,10,10,10,0
Henry County,OH,15,15,15,0
Highland County,OH,19,19,20,0
Hocking County,OH,68,68,68,0
Holmes County,OH,28,29,29,1
Huron County,OH,55,55,56,0
Jackson County,OH,12,12,13,0
Jefferson County,OH,63,65,67,2
Knox County,OH,23,23,23,0
Lake County,OH,281,287,292,6
Lawrence County,OH,28,28,29,0
Licking County,OH,213,213,224,0
Logan County,OH,37,37,37,0
Lorain County,OH,651,663,663,12
Lucas County,OH,2153,2158,2158,5
Madison County,OH,140,144,149,4
Mahoning County,OH,1348,1349,1402,1
Marion County,OH,2754,2754,2754,0
Medina County,OH,310,310,312,0
Meigs County,OH,6,6,6,0
Mercer County,OH,200,200,200,0
Miami County,OH,359,359,359,0
Monroe County,OH,73,74,74,1
Montgomery County,OH,611,616,635,5
Morgan County,OH,5,5,5,0
Morrow County,OH,104,104,104,0
Muskingum County,OH,46,46,48,0
Noble County,OH,5,5,5,0
Ottawa County,OH,90,96,96,6
Paulding County,OH,13,13,13,0
Perry County,OH,18,18,18,0
Pickaway County,OH,2004,2004,2004,0
Pike County,OH,6,6,6,0
Portage County,OH,311,311,320,0
Preble County,OH,30,31,33,1
Putnam County,OH,88,88,88,0
Richland County,OH,185,189,193,4
Ross County,OH,66,67,67,1
Sandusky County,OH,71,71,72,0
Scioto County,OH,15,15,15,0
Seneca County,OH,19,19,20,0
Shelby County,OH,41,41,41,0
Stark County,OH,701,701,703,0
Summit County,OH,1281,1310,1334,29
Trumbull County,OH,539,542,550,3
Tuscarawas County,OH,319,319,336,0
Union County,OH,46,46,49,0
Van Wert County,OH,6,6,6,0
Vinton County,OH,19,19,19,0
Warren County,OH,340,344,350,4
Washington County,OH,116,119,119,3
Wayne County,OH,253,255,263,2
Williams County,OH,51,51,51,0
Wood County,OH,278,278,283,0
Wyandot County,OH,36,37,38,1
Adair County,OK,81,81,84,0
Alfalfa County,OK,1,1,1,0
Atoka County,OK,1,1,1,0
Beaver County,OK,24,24,24,0
Beckham County,OK,6,6,6,0
Blaine County,OK,6,6,6,0
Bryan County,OK,22,23,23,1
Caddo County,OK,149,152,154,3
Canadian County,OK,127,127,127,0
Carter County,OK,24,28,28,4
Cherokee County,OK,28,28,28,0
Choctaw County,OK,25,26,26,1
Cimarron County,OK,1,1,1,0
Cleveland County,OK,488,488,502,0
Coal County,OK,1,1,1,0
Comanche County,OK,270,273,281,3
Cotton County,OK,5,5,5,0
Craig County,OK,15,15,15,0
Creek County,OK,93,93,93,0
Custer County,OK,12,12,12,0
Delaware County,OK,98,98,98,0
Dewey County,OK,2,2,2,0
Ellis County,OK,0,0,0,0
Garfield County,OK,26,26,26,0
Garvin County,OK,15,16,16,1
Grady County,OK,80,83,83,3
Grant County,OK,2,2,2,0
Greer County,OK,64,64,64,0
Harmon County,OK,0,0,0,0
Harper County,OK,1,1,1,0
Haskell County,OK,6,6,6,0
Hughes County,OK,0,0,0,0
Jackson County,OK,24,24,24,0
Jefferson County,OK,3,3,3,0
Johnston County,OK,3,3,3,0
Kay County,OK,50,50,50,0
Kingfisher County,OK,11,11,11,0
Kiowa County,OK,6,6,6,0
Latimer County,OK,5,5,5,0
Le Flore County,OK,14,14,14,0
Lincoln County,OK,22,22,22,0
Logan County,OK,19,19,19,0
Love County,OK,15,15,15,0
McClain County,OK,97,100,100,3
McCurtain County,OK,28,33,33,5
McIntosh County,OK,11,11,11,0
Major County,OK,6,6,6,0
Marshall County,OK,8,8,8,0
Mayes County,OK,30,30,30,0
Murray County,OK,2,3,3,1
Muskogee County,OK,36,40,43,4
Noble County,OK,7,7,7,0
Nowata County,OK,23,23,23,0
Okfuskee County,OK,3,3,3,0
Oklahoma County,OK,1213,1222,1246,9
Okmulgee County,OK,23,23,23,0
Osage County,OK,92,92,96,0
Ottawa County,OK,35,35,35,0
Pawnee County,OK,29,29,29,0
Payne County,OK,45,45,45,0
Pittsburg County,OK,41,41,41,0
Pontotoc County,OK,12,12,12,0
Pottawatomie County,OK,56,58,59,2
Pushmataha County,OK,2,2,2,0
Roger Mills County,OK,0,0,0,0
Rogers County,OK,77,79,79,2
Seminole County,OK,23,23,25,0
Sequoyah County,OK,14,14,14,0
Stephens County,OK,38,38,38,0
Texas County,OK,892,905,905,13
Tillman County,OK,23,23,23,0
Tulsa County,OK,924,958,959,34
Wagoner County,OK,147,147,147,0
Washington County,OK,313,313,313,0
Washita County,OK,2,2,2,0
Woods County,OK,3,3,3,0
Woodward County,OK,4,4,4,0
Baker County,OR,1,1,1,0
Benton County,OR,54,54,54,0
Clackamas County,OR,298,299,305,1
Clatsop County,OR,45,45,45,0
Columbia County,OR,16,16,16,0
Coos County,OR,31,31,31,0
Crook County,OR,6,6,6,0
Curry County,OR,6,6,6,0
Deschutes County,OR,120,120,122,0
Douglas County,OR,25,25,25,0
Gilliam County,OR,0,0,0,0
Grant County,OR,1,1,1,0
Harney County,OR,1,1,1,0
Hood River County,OR,12,13,13,1
Jackson County,OR,60,64,64,4
Jefferson County,OR,25,25,25,0
Josephine County,OR,23,23,23,0
Klamath County,OR,40,40,40,0
Lake County,OR,0,0,0,0
Lane County,OR,68,68,68,0
Lincoln County,OR,9,10,10,1
Linn County,OR,116,116,116,0
Malheur County,OR,28,28,32,0
Marion County,OR,914,921,929,7
Morrow County,OR,12,12,12,0
Multnomah County,OR,1055,1098,1098,43
Polk County,OR,101,101,101,0
Sherman County,OR,1,1,1,0
Tillamook County,OR,6,6,6,0
Umatilla County,OR,114,114,114,0
Union County,OR,6,6,6,0
Wallowa County,OR,2,2,2,0
Wasco County,OR,18,20,21,2
Washington County,OR,696,702,723,6
Wheeler County,OR,0,0,0,0
Yamhill County,OR,66,67,69,1
Adams County,PA,233,233,240,0
Allegheny County,PA,1792,1792,1880,0
Armstrong County,PA,59,61,62,2
Beaver County,PA,570,570,581,0
Bedford County,PA,37,38,38,1
Berks County,PA,3918,3926,3926,8
Blair County,PA,48,48,49,0
Bradford County,PA,45,46,46,1
Bucks County,PA,4944,4944,4965,0
Butler County,PA,228,228,228,0
Cambria County,PA,57,57,57,0
Cameron County,PA,2,2,2,0
Carbon County,PA,232,232,232,0
Centre County,PA,148,148,152,0
Chester County,PA,2457,2511,2512,54
Clarion County,PA,25,25,25,0
Clearfield County,PA,37,37,37,0
Clinton County,PA,54,54,55,0
Columbia County,PA,336,336,336,0
Crawford County,PA,22,23,23,1
Cumberland County,PA,602,612,621,10
Dauphin County,PA,1129,1177,1216,48
Delaware County,PA,6250,6296,6347,46
Elk County,PA,6,6,6,0
Erie County,PA,224,232,242,8
Fayette County,PA,94,94,94,0
Forest County,PA,7,7,7,0
Franklin County,PA,746,760,760,14
Fulton County,PA,15,15,15,0
Greene County,PA,28,28,28,0
Huntingdon County,PA,232,232,232,0
Indiana County,PA,89,90,90,1
Jefferson County,PA,7,7,7,0
Juniata County,PA,97,97,97,0
Lackawanna County,PA,1517,1517,1517,0
Lancaster County,PA,2992,3019,3057,27
Lawrence County,PA,72,72,72,0
Lebanon County,PA,924,934,945,10
Lehigh County,PA,3649,3740,3740,91
Luzerne County,PA,2652,2688,2688,36
Lycoming County,PA,161,161,161,0
McKean County,PA,12,12,12,0
Mercer County,PA,108,108,108,0
Mifflin County,PA,58,58,58,0
Monroe County,PA,1341,1341,1341,0
Montgomery County,PA,6562,6756,6810,194
Montour County,PA,51,51,51,0
Northampton County,PA,2904,2973,2991,69
Northumberland County,PA,177,181,187,4
Perry County,PA,48,52,52,4
Philadelphia County,PA,17645,17929,17929,284
Pike County,PA,481,481,481,0
Potter County,PA,4,4,4,0
Schuylkill County,PA,605,605,605,0
Snyder County,PA,38,39,39,1
Somerset County,PA,37,37,37,0
Sullivan County,PA,2,2,2,0
Susquehanna County,PA,98,98,98,0
Tioga County,PA,16,16,16,0
Union County,PA,56,56,56,0
Venango County,PA,8,8,8,0
Warren County,PA,3,3,3,0
Washington County,PA,138,138,139,0
Wayne County,PA,119,119,119,0
Westmoreland County,PA,441,441,443,0
Wyoming County,PA,33,33,34,0
York County,PA,947,955,977,8
Bristol County,RI,212,224,224,12
Kent County,RI,1011,1029,1047,18
Newport County,RI,227,234,237,7
Providence County,RI,10569,10865,10865,296
Washington County,RI,488,489,501,1
Abbeville County,SC,35,35,36,0
Aiken County,SC,181,183,187,2
Allendale County,SC,35,35,35,0
Anderson County,SC,221,221,227,0
Bamberg County,SC,21,21,21,0
Barnwell County,SC,43,43,44,0
Beaufort County,SC,345,345,355,0
Berkeley County,SC,220,220,223,0
Calhoun County,SC,10,10,10,0
Charleston County,SC,565,582,582,17
Cherokee County,SC,32,32,32,0
Chester County,SC,54,59,59,5
Chesterfield County,SC,141,149,149,8
Clarendon County,SC,293,293,293,0
Colleton County,SC,77,77,86,0
Darlington County,SC,254,260,261,6
Dillon County,SC,153,154,154,1
Dorchester County,SC,144,150,150,6
Edgefield County,SC,49,49,51,0
Fairfield County,SC,156,164,164,8
Florence County,SC,604,614,623,10
Georgetown County,SC,71,71,71,0
Greenville County,SC,1351,1359,1376,8
Greenwood County,SC,92,92,92,0
Hampton County,SC,34,34,36,0
Horry County,SC,387,390,396,3
Jasper County,SC,39,39,39,0
Kershaw County,SC,306,310,318,4
Lancaster County,SC,120,127,127,7
Laurens County,SC,59,59,66,0
Lee County,SC,206,210,210,4
Lexington County,SC,579,580,593,1
McCormick County,SC,8,8,8,0
Marion County,SC,66,67,67,1
Marlboro County,SC,116,128,128,12
Newberry County,SC,47,51,51,4
Oconee County,SC,46,49,49,3
Orangeburg County,SC,152,161,161,9
Pickens County,SC,127,127,130,0
Richland County,SC,1387,1400,1432,13
Saluda County,SC,137,137,139,0
Spartanburg County,SC,511,530,532,19
Sumter County,SC,347,358,358,11
Union County,SC,34,35,35,1
Williamsburg County,SC,222,227,227,5
York County,SC,353,365,369,12
Aurora County,SD,22,22,24,0
Beadle County,SD,150,161,179,11
Bennett County,SD,0,0,0,0
Bon Homme County,SD,8,8,8,0
Brookings County,SD,15,15,15,0
Brown County,SD,258,260,266,2
Brule County,SD,0,0,0,0
Buffalo County,SD,9,9,10,0
Butte County,SD,0,0,0,0
Campbell County,SD,0,0,0,0
Charles Mix County,SD,13,14,15,1
Clark County,SD,4,4,4,0
Clay County,SD,15,15,15,0
Codington County,SD,34,34,35,0
Corson County,SD,4,4,4,0
Custer County,SD,0,0,0,0
Davison County,SD,10,10,10,0
Day County,SD,11,13,13,2
Deuel County,SD,1,1,1,0
Dewey County,SD,0,0,0,0
Douglas County,SD,3,3,3,0
Edmunds County,SD,0,0,0,0
Fall River County,SD,4,4,4,0
Faulk County,SD,1,1,1,0
Grant County,SD,11,11,11,0
Gregory County,SD,0,0,0,0
